epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,709.742,0.79677,0.69215,0.96656,0.90013,0.88234,0.92827,0.77387,0.75073,0.70322,1.00153,0.000374074,0.000374074,0.000374074
136,714.959,0.73554,0.64755,0.91669,0.9078,0.88335,0.92702,0.76942,0.76425,0.70325,0.99891,0.000368574,0.000368574,0.000368574
137,720.167,0.7319,0.66475,0.92599,0.9165,0.88099,0.92679,0.76142,0.74544,0.70234,0.99289,0.000363075,0.000363075,0.000363075
138,725.327,0.66856,0.59583,0.89139,0.8621,0.94589,0.91946,0.75667,0.72533,0.69406,0.98693,0.000357575,0.000357575,0.000357575
139,730.524,0.68658,0.5845,0.87897,0.91173,0.89714,0.92416,0.77311,0.72676,0.69315,0.98508,0.000352076,0.000352076,0.000352076
140,735.656,0.72639,0.62622,0.92309,0.91159,0.89359,0.92707,0.7751,0.70917,0.67176,0.97698,0.000346576,0.000346576,0.000346576
141,740.867,0.74675,0.65216,0.91537,0.93692,0.87737,0.92756,0.77958,0.70923,0.66754,0.97679,0.000341077,0.000341077,0.000341077
142,746.086,0.70418,0.62001,0.91018,0.90738,0.88883,0.92685,0.77487,0.72833,0.69571,0.98279,0.000335578,0.000335578,0.000335578
143,751.435,0.73442,0.66443,0.92093,0.89709,0.89349,0.93113,0.77395,0.72851,0.70299,0.98853,0.000330078,0.000330078,0.000330078
144,758.308,0.69087,0.5945,0.89952,0.93753,0.88008,0.93818,0.77597,0.73459,0.71202,0.98913,0.000324579,0.000324579,0.000324579
145,765.252,0.67912,0.6252,0.90729,0.92311,0.86528,0.92833,0.76762,0.73277,0.69224,0.99234,0.000319079,0.000319079,0.000319079
146,772.163,0.71487,0.63654,0.93013,0.91275,0.87442,0.92729,0.76425,0.73731,0.70614,0.99735,0.00031358,0.00031358,0.00031358
147,779.049,0.6823,0.60998,0.88645,0.92351,0.87639,0.9257,0.76871,0.74732,0.68076,1.00525,0.00030808,0.00030808,0.00030808
148,785.897,0.7063,0.63481,0.92498,0.90871,0.88304,0.92542,0.76921,0.76068,0.66945,1.01608,0.000302581,0.000302581,0.000302581
149,791.673,0.6799,0.5668,0.89444,0.92954,0.85697,0.92736,0.77552,0.75495,0.6763,1.01867,0.000297081,0.000297081,0.000297081
150,798.518,0.74157,0.62339,0.93529,0.88404,0.89831,0.9235,0.76897,0.74327,0.67611,1.00668,0.000291582,0.000291582,0.000291582
151,803.732,0.67947,0.60938,0.90364,0.93269,0.85592,0.92215,0.76672,0.73294,0.67991,0.99864,0.000286083,0.000286083,0.000286083
152,808.932,0.69282,0.5911,0.89651,0.9232,0.86043,0.92102,0.76643,0.73783,0.69488,0.99872,0.000280583,0.000280583,0.000280583
153,813.891,0.69091,0.60399,0.91256,0.86858,0.93176,0.92601,0.77178,0.73915,0.68366,0.99288,0.000275084,0.000275084,0.000275084
154,818.846,0.67467,0.55597,0.88656,0.93821,0.87509,0.93027,0.77338,0.73666,0.6981,0.99552,0.000269584,0.000269584,0.000269584
155,823.833,0.67129,0.55457,0.88952,0.92063,0.88265,0.93232,0.77367,0.72054,0.70573,0.99026,0.000264085,0.000264085,0.000264085
156,828.899,0.6675,0.59229,0.89276,0.91276,0.87678,0.92817,0.77131,0.71248,0.71015,0.98564,0.000258585,0.000258585,0.000258585
157,834.09,0.66511,0.5703,0.88517,0.93019,0.85292,0.92136,0.77476,0.72151,0.71188,0.98748,0.000253086,0.000253086,0.000253086
158,839.135,0.68866,0.59869,0.9232,0.87158,0.91698,0.9186,0.77287,0.7231,0.72168,0.98399,0.000247586,0.000247586,0.000247586
159,844.015,0.65155,0.61142,0.87346,0.88381,0.90632,0.92211,0.7725,0.71654,0.71553,0.98014,0.000242087,0.000242087,0.000242087
160,848.966,0.68683,0.57383,0.9131,0.89734,0.89978,0.92225,0.77403,0.7194,0.71588,0.98195,0.000236587,0.000236587,0.000236587
161,853.953,0.68472,0.5971,0.90074,0.92357,0.86509,0.92454,0.76826,0.71769,0.70597,0.98435,0.000231088,0.000231088,0.000231088
162,859.126,0.68256,0.61125,0.90788,0.9511,0.86931,0.92813,0.77836,0.71501,0.68273,0.98904,0.000225589,0.000225589,0.000225589
163,864.484,0.67019,0.59544,0.88996,0.94742,0.86754,0.93124,0.78173,0.71726,0.68442,0.98646,0.000220089,0.000220089,0.000220089
164,869.844,0.64303,0.59634,0.9056,0.90576,0.89506,0.93055,0.77446,0.7232,0.69078,0.98684,0.00021459,0.00021459,0.00021459
165,875.13,0.66987,0.57351,0.91141,0.91907,0.89424,0.93066,0.77291,0.71542,0.68143,0.98601,0.00020909,0.00020909,0.00020909
166,880.501,0.69976,0.57167,0.91027,0.91206,0.88869,0.92959,0.78136,0.71081,0.67573,0.98577,0.000203591,0.000203591,0.000203591
167,885.833,0.67027,0.55205,0.88012,0.92154,0.88592,0.92896,0.77348,0.71029,0.677,0.9865,0.000198091,0.000198091,0.000198091
